Tile Name,Predicted Class,Slide Name,Tumor Cells (%),Tumor Cells Count,Mitosis (%),Mitosis Count,Karyorrhexis (%),Karyorrhexis Count,Stroma (%),Stroma Count,Final Classification
./tiles_output\NBL-11\tile_34630_40306.jpg,Karyorrhexis,NBL-11.svs,33.13,217,11.16,73,33.68,221,22.04,144,Tumor Positive
./tiles_output\NBL-11\tile_34630_40562.jpg,Karyorrhexis,NBL-11.svs,30.03,197,16.93,111,36.1,237,16.94,111,Tumor Positive
./tiles_output\NBL-11\tile_34886_15730.jpg,Tumor Cells,NBL-11.svs,37.34,245,15.28,100,31.02,203,16.35,107,Tumor Positive
./tiles_output\NBL-11\tile_34886_15986.jpg,Karyorrhexis,NBL-11.svs,29.13,191,18.09,119,33.88,222,18.9,124,Tumor Positive
./tiles_output\NBL-11\tile_34886_16242.jpg,Karyorrhexis,NBL-11.svs,28.78,189,19.61,129,31.92,209,19.69,129,Tumor Positive
./tiles_output\NBL-11\tile_34886_24434.jpg,Tumor Cells,NBL-11.svs,35.53,233,19.26,126,28.06,184,17.15,112,Tumor Positive
./tiles_output\NBL-11\tile_34886_38258.jpg,Tumor Cells,NBL-11.svs,37.04,243,21.83,143,20.37,133,20.76,136,Tumor Positive
./tiles_output\NBL-11\tile_34886_38514.jpg,Tumor Cells,NBL-11.svs,34.69,227,20.96,137,21.41,140,22.94,150,Tumor Positive
./tiles_output\NBL-11\tile_34886_39026.jpg,Tumor Cells,NBL-11.svs,31.91,209,22.38,147,26.08,171,19.63,129,Tumor Positive
./tiles_output\NBL-11\tile_34886_39282.jpg,Tumor Cells,NBL-11.svs,33.21,218,16.49,108,32.31,212,17.99,118,Tumor Positive
./tiles_output\NBL-11\tile_34886_39538.jpg,Tumor Cells,NBL-11.svs,34.91,229,15.18,99,28.59,187,21.32,140,Tumor Positive
./tiles_output\NBL-11\tile_34886_39794.jpg,Tumor Cells,NBL-11.svs,37.04,243,20.55,135,27.02,177,15.39,101,Tumor Positive
./tiles_output\NBL-11\tile_34886_40050.jpg,Tumor Cells,NBL-11.svs,31.37,206,15.74,103,29.7,195,23.2,152,Tumor Positive
./tiles_output\NBL-11\tile_34886_40306.jpg,Karyorrhexis,NBL-11.svs,29.35,192,14.48,95,33.87,222,22.3,146,Tumor Positive
./tiles_output\NBL-11\tile_35142_14706.jpg,Karyorrhexis,NBL-11.svs,22.0,144,22.24,146,31.2,204,24.56,161,Tumor Positive
./tiles_output\NBL-11\tile_35142_15474.jpg,Tumor Cells,NBL-11.svs,30.91,203,20.37,133,28.68,188,20.04,131,Tumor Positive
./tiles_output\NBL-11\tile_35142_15730.jpg,Tumor Cells,NBL-11.svs,31.58,207,24.15,158,22.74,149,21.53,141,Tumor Positive
./tiles_output\NBL-11\tile_35142_15986.jpg,Tumor Cells,NBL-11.svs,31.05,203,24.62,161,27.51,180,16.82,110,Tumor Positive
./tiles_output\NBL-11\tile_35142_23410.jpg,Tumor Cells,NBL-11.svs,30.49,200,19.47,128,29.86,196,20.18,132,Tumor Positive
./tiles_output\NBL-11\tile_35142_24178.jpg,Karyorrhexis,NBL-11.svs,29.48,193,18.57,122,30.16,198,21.79,143,Tumor Positive
./tiles_output\NBL-11\tile_35142_24434.jpg,Tumor Cells,NBL-11.svs,28.35,186,25.74,169,26.94,177,18.97,124,Tumor Positive
./tiles_output\NBL-11\tile_35142_38258.jpg,Tumor Cells,NBL-11.svs,33.68,221,18.92,124,24.91,163,22.49,147,Tumor Positive
./tiles_output\NBL-11\tile_35142_38514.jpg,Tumor Cells,NBL-11.svs,32.26,211,21.04,138,25.48,167,21.22,139,Tumor Positive
./tiles_output\NBL-11\tile_35142_39026.jpg,Karyorrhexis,NBL-11.svs,28.29,185,17.93,118,29.0,190,24.77,162,Tumor Positive
./tiles_output\NBL-11\tile_35142_39282.jpg,Tumor Cells,NBL-11.svs,40.42,265,22.27,146,21.81,143,15.5,102,Tumor Positive
./tiles_output\NBL-11\tile_35142_39538.jpg,Tumor Cells,NBL-11.svs,35.24,231,18.35,120,29.18,191,17.23,113,Tumor Positive
./tiles_output\NBL-11\tile_35142_39794.jpg,Tumor Cells,NBL-11.svs,35.94,236,19.87,130,27.61,181,16.58,109,Tumor Positive
./tiles_output\NBL-11\tile_35142_40050.jpg,Tumor Cells,NBL-11.svs,30.39,199,17.46,114,28.09,184,24.06,158,Tumor Positive
./tiles_output\NBL-11\tile_35142_40306.jpg,Tumor Cells,NBL-11.svs,30.6,201,20.84,137,24.7,162,23.86,156,Tumor Positive
./tiles_output\NBL-11\tile_35398_13938.jpg,Karyorrhexis,NBL-11.svs,29.09,191,17.12,112,33.72,221,20.06,131,Tumor Positive
./tiles_output\NBL-11\tile_35398_14450.jpg,Karyorrhexis,NBL-11.svs,31.97,210,13.94,91,32.47,213,21.62,142,Tumor Positive
./tiles_output\NBL-11\tile_35398_14706.jpg,Tumor Cells,NBL-11.svs,31.37,206,17.37,114,29.71,195,21.55,141,Tumor Positive
./tiles_output\NBL-11\tile_35398_15474.jpg,Karyorrhexis,NBL-11.svs,27.89,183,24.01,157,29.05,190,19.05,125,Tumor Positive
./tiles_output\NBL-11\tile_35398_15730.jpg,Karyorrhexis,NBL-11.svs,27.26,179,20.09,132,34.08,223,18.57,122,Tumor Positive
./tiles_output\NBL-11\tile_35398_23922.jpg,Tumor Cells,NBL-11.svs,28.65,188,19.68,129,27.27,179,24.4,160,Tumor Positive
./tiles_output\NBL-11\tile_35398_24178.jpg,Karyorrhexis,NBL-11.svs,27.41,180,22.39,147,28.34,186,21.86,143,Tumor Positive
./tiles_output\NBL-11\tile_35398_39026.jpg,Tumor Cells,NBL-11.svs,33.39,219,20.76,136,24.78,162,21.06,138,Tumor Positive
./tiles_output\NBL-11\tile_35398_39282.jpg,Tumor Cells,NBL-11.svs,38.13,250,19.72,129,24.01,157,18.14,119,Tumor Positive
./tiles_output\NBL-11\tile_35398_39538.jpg,Karyorrhexis,NBL-11.svs,28.27,185,18.38,120,30.8,202,22.54,148,Tumor Positive
./tiles_output\NBL-11\tile_35398_39794.jpg,Tumor Cells,NBL-11.svs,32.42,212,13.8,90,32.09,210,21.68,142,Tumor Positive
./tiles_output\NBL-11\tile_35398_40050.jpg,Tumor Cells,NBL-11.svs,32.27,211,18.42,121,25.97,170,23.34,153,Tumor Positive
./tiles_output\NBL-11\tile_35398_40306.jpg,Tumor Cells,NBL-11.svs,38.18,250,18.29,120,19.98,131,23.55,154,Tumor Positive
./tiles_output\NBL-11\tile_35654_13682.jpg,Tumor Cells,NBL-11.svs,34.11,224,18.3,120,27.34,179,20.25,133,Tumor Positive
./tiles_output\NBL-11\tile_35654_13938.jpg,Karyorrhexis,NBL-11.svs,27.74,182,18.35,120,33.11,217,20.8,136,Tumor Positive
./tiles_output\NBL-11\tile_35654_14194.jpg,Stroma,NBL-11.svs,21.42,140,17.11,112,27.85,183,33.63,220,Tumor Positive
./tiles_output\NBL-11\tile_35654_14450.jpg,Tumor Cells,NBL-11.svs,34.46,226,17.8,117,21.4,140,26.33,173,Tumor Positive
./tiles_output\NBL-11\tile_35654_15218.jpg,Tumor Cells,NBL-11.svs,36.03,236,14.68,96,25.15,165,24.13,158,Tumor Positive
./tiles_output\NBL-11\tile_35654_15730.jpg,Tumor Cells,NBL-11.svs,37.71,247,18.95,124,22.6,148,20.74,136,Tumor Positive
./tiles_output\NBL-11\tile_35654_23154.jpg,Mitosis,NBL-11.svs,27.33,179,28.36,186,24.53,161,19.78,130,Tumor Positive
./tiles_output\NBL-11\tile_35654_23666.jpg,Tumor Cells,NBL-11.svs,34.05,223,22.41,147,21.14,139,22.41,147,Tumor Positive
./tiles_output\NBL-11\tile_35654_38514.jpg,Tumor Cells,NBL-11.svs,34.51,226,25.0,164,18.52,121,21.98,144,Tumor Positive
./tiles_output\NBL-11\tile_35654_38770.jpg,Tumor Cells,NBL-11.svs,30.69,201,19.67,129,29.0,190,20.64,135,Tumor Positive
./tiles_output\NBL-11\tile_35654_39026.jpg,Tumor Cells,NBL-11.svs,32.68,214,15.9,104,27.69,181,23.73,156,Tumor Positive
./tiles_output\NBL-11\tile_35654_39282.jpg,Karyorrhexis,NBL-11.svs,27.53,180,19.56,128,32.04,210,20.87,137,Tumor Positive
./tiles_output\NBL-11\tile_35654_39538.jpg,Karyorrhexis,NBL-11.svs,28.82,189,17.46,114,31.13,204,22.58,148,Tumor Positive
./tiles_output\NBL-11\tile_35654_39794.jpg,Karyorrhexis,NBL-11.svs,28.15,184,17.0,111,30.87,202,23.98,157,Tumor Positive
./tiles_output\NBL-11\tile_35654_40050.jpg,Tumor Cells,NBL-11.svs,40.4,265,17.41,114,24.18,158,18.01,118,Tumor Positive
./tiles_output\NBL-11\tile_35910_13426.jpg,Tumor Cells,NBL-11.svs,35.31,231,16.28,107,33.56,220,14.85,97,Tumor Positive
./tiles_output\NBL-11\tile_35910_13682.jpg,Tumor Cells,NBL-11.svs,33.82,222,15.96,105,29.46,193,20.76,136,Tumor Positive
./tiles_output\NBL-11\tile_35910_13938.jpg,Stroma,NBL-11.svs,27.96,183,13.49,88,27.95,183,30.6,201,Tumor Positive
./tiles_output\NBL-11\tile_35910_14194.jpg,Karyorrhexis,NBL-11.svs,27.66,181,21.04,138,28.35,186,22.95,150,Tumor Positive
./tiles_output\NBL-11\tile_35910_14450.jpg,Tumor Cells,NBL-11.svs,34.25,224,17.61,115,27.81,182,20.34,133,Tumor Positive
./tiles_output\NBL-11\tile_35910_14706.jpg,Tumor Cells,NBL-11.svs,30.39,199,21.12,138,23.7,155,24.79,162,Tumor Positive
./tiles_output\NBL-11\tile_35910_15218.jpg,Tumor Cells,NBL-11.svs,35.77,234,15.15,99,25.88,170,23.2,152,Tumor Positive
./tiles_output\NBL-11\tile_35910_15474.jpg,Tumor Cells,NBL-11.svs,31.06,204,17.9,117,23.13,152,27.92,183,Tumor Positive
./tiles_output\NBL-11\tile_35910_23410.jpg,Tumor Cells,NBL-11.svs,33.92,222,21.9,144,19.82,130,24.36,160,Tumor Positive
./tiles_output\NBL-11\tile_35910_38514.jpg,Tumor Cells,NBL-11.svs,38.33,251,15.42,101,20.82,136,25.43,167,Tumor Positive
./tiles_output\NBL-11\tile_35910_38770.jpg,Tumor Cells,NBL-11.svs,36.42,239,16.06,105,24.85,163,22.67,149,Tumor Positive
./tiles_output\NBL-11\tile_35910_39026.jpg,Tumor Cells,NBL-11.svs,32.23,211,14.87,97,26.03,171,26.87,176,Tumor Positive
./tiles_output\NBL-11\tile_35910_39282.jpg,Tumor Cells,NBL-11.svs,33.07,217,16.67,109,27.77,182,22.49,147,Tumor Positive
./tiles_output\NBL-11\tile_35910_39538.jpg,Tumor Cells,NBL-11.svs,30.64,201,16.99,111,26.37,173,26.0,170,Tumor Positive
./tiles_output\NBL-11\tile_35910_39794.jpg,Tumor Cells,NBL-11.svs,34.83,228,17.19,113,27.27,179,20.71,136,Tumor Positive
./tiles_output\NBL-11\tile_35910_40050.jpg,Tumor Cells,NBL-11.svs,39.51,259,21.7,142,24.16,158,14.64,96,Tumor Positive
./tiles_output\NBL-11\tile_36166_13170.jpg,Tumor Cells,NBL-11.svs,40.95,268,14.95,98,29.13,191,14.98,98,Tumor Positive
./tiles_output\NBL-11\tile_36166_13426.jpg,Tumor Cells,NBL-11.svs,30.5,200,18.3,120,27.49,180,23.71,155,Tumor Positive
./tiles_output\NBL-11\tile_36166_13682.jpg,Tumor Cells,NBL-11.svs,33.9,222,22.27,146,24.32,159,19.51,128,Tumor Positive
./tiles_output\NBL-11\tile_36166_13938.jpg,Karyorrhexis,NBL-11.svs,25.44,167,22.39,147,32.45,213,19.73,129,Tumor Positive
./tiles_output\NBL-11\tile_36166_14194.jpg,Karyorrhexis,NBL-11.svs,23.92,157,16.79,110,39.08,256,20.21,132,Tumor Positive
./tiles_output\NBL-11\tile_36166_14450.jpg,Tumor Cells,NBL-11.svs,33.5,220,20.89,137,23.59,155,22.02,144,Tumor Positive
./tiles_output\NBL-11\tile_36166_14706.jpg,Tumor Cells,NBL-11.svs,30.81,202,18.7,123,30.08,197,20.42,134,Tumor Positive
./tiles_output\NBL-11\tile_36166_14962.jpg,Tumor Cells,NBL-11.svs,37.42,245,16.35,107,25.87,170,20.35,133,Tumor Positive
./tiles_output\NBL-11\tile_36166_15218.jpg,Karyorrhexis,NBL-11.svs,32.58,214,13.54,89,33.51,220,20.37,133,Tumor Positive
./tiles_output\NBL-11\tile_36166_15474.jpg,Tumor Cells,NBL-11.svs,32.59,214,22.32,146,27.96,183,17.13,112,Tumor Positive
./tiles_output\NBL-11\tile_36166_23154.jpg,Karyorrhexis,NBL-11.svs,26.99,177,24.16,158,30.06,197,18.79,123,Tumor Positive
./tiles_output\NBL-11\tile_36166_38514.jpg,Karyorrhexis,NBL-11.svs,29.07,191,19.1,125,29.18,191,22.65,148,Tumor Positive
./tiles_output\NBL-11\tile_36166_38770.jpg,Tumor Cells,NBL-11.svs,28.23,185,26.06,171,24.05,158,21.66,142,Tumor Positive
./tiles_output\NBL-11\tile_36166_39026.jpg,Tumor Cells,NBL-11.svs,35.21,231,16.1,106,25.33,166,23.36,153,Tumor Positive
./tiles_output\NBL-11\tile_36166_39282.jpg,Tumor Cells,NBL-11.svs,32.36,212,14.82,97,27.36,179,25.45,167,Tumor Positive
./tiles_output\NBL-11\tile_36166_39538.jpg,Tumor Cells,NBL-11.svs,31.97,210,18.68,122,25.7,168,23.64,155,Tumor Positive
./tiles_output\NBL-11\tile_36166_39794.jpg,Tumor Cells,NBL-11.svs,33.86,222,19.76,129,24.16,158,22.22,146,Tumor Positive
./tiles_output\NBL-11\tile_36422_12914.jpg,Tumor Cells,NBL-11.svs,40.14,263,16.46,108,25.12,165,18.28,120,Tumor Positive
./tiles_output\NBL-11\tile_36422_13170.jpg,Tumor Cells,NBL-11.svs,33.61,220,15.53,102,31.87,209,18.98,124,Tumor Positive
./tiles_output\NBL-11\tile_36422_13426.jpg,Karyorrhexis,NBL-11.svs,25.23,165,22.15,145,28.39,186,24.23,159,Tumor Positive
./tiles_output\NBL-11\tile_36422_13682.jpg,Tumor Cells,NBL-11.svs,31.52,207,17.04,112,30.12,197,21.32,140,Tumor Positive
./tiles_output\NBL-11\tile_36422_13938.jpg,Karyorrhexis,NBL-11.svs,25.77,169,18.16,119,35.3,231,20.76,136,Tumor Positive
./tiles_output\NBL-11\tile_36422_14194.jpg,Tumor Cells,NBL-11.svs,31.79,208,21.36,140,27.75,182,19.1,125,Tumor Positive
./tiles_output\NBL-11\tile_36422_14450.jpg,Tumor Cells,NBL-11.svs,37.08,243,18.43,121,22.38,147,22.11,145,Tumor Positive
./tiles_output\NBL-11\tile_36422_14706.jpg,Tumor Cells,NBL-11.svs,37.65,247,22.75,149,20.85,137,18.75,123,Tumor Positive
./tiles_output\NBL-11\tile_36422_22642.jpg,Mitosis,NBL-11.svs,17.49,115,34.89,229,23.77,156,23.85,156,Tumor Positive
./tiles_output\NBL-11\tile_36422_22898.jpg,Tumor Cells,NBL-11.svs,31.3,205,22.43,147,19.14,125,27.13,178,Tumor Positive
./tiles_output\NBL-11\tile_36422_38514.jpg,Tumor Cells,NBL-11.svs,33.34,218,17.39,114,23.52,154,25.76,169,Tumor Positive
./tiles_output\NBL-11\tile_36422_38770.jpg,Tumor Cells,NBL-11.svs,29.44,193,21.66,142,25.68,168,23.22,152,Tumor Positive
./tiles_output\NBL-11\tile_36422_39026.jpg,Tumor Cells,NBL-11.svs,38.24,251,18.16,119,22.26,146,21.35,140,Tumor Positive
./tiles_output\NBL-11\tile_36422_39282.jpg,Tumor Cells,NBL-11.svs,39.26,257,15.21,100,30.73,201,14.8,97,Tumor Positive
./tiles_output\NBL-11\tile_36678_12914.jpg,Tumor Cells,NBL-11.svs,33.62,220,20.8,136,23.72,155,21.86,143,Tumor Positive
./tiles_output\NBL-11\tile_36678_13170.jpg,Tumor Cells,NBL-11.svs,40.16,263,19.36,127,19.87,130,20.61,135,Tumor Positive
./tiles_output\NBL-11\tile_36678_13426.jpg,Tumor Cells,NBL-11.svs,34.0,223,15.35,101,31.98,210,18.67,122,Tumor Positive
./tiles_output\NBL-11\tile_36678_13682.jpg,Tumor Cells,NBL-11.svs,36.26,238,16.26,107,25.9,170,21.58,141,Tumor Positive
./tiles_output\NBL-11\tile_36678_13938.jpg,Karyorrhexis,NBL-11.svs,29.52,193,16.93,111,34.31,225,19.25,126,Tumor Positive
./tiles_output\NBL-11\tile_36678_14194.jpg,Tumor Cells,NBL-11.svs,38.09,250,16.25,106,28.88,189,16.78,110,Tumor Positive
./tiles_output\NBL-11\tile_36678_15474.jpg,Karyorrhexis,NBL-11.svs,29.31,192,21.14,139,32.68,214,16.87,111,Tumor Positive
./tiles_output\NBL-11\tile_36678_22386.jpg,Mitosis,NBL-11.svs,20.44,134,33.25,218,26.87,176,19.44,127,Tumor Positive
./tiles_output\NBL-11\tile_36934_12914.jpg,Tumor Cells,NBL-11.svs,34.53,226,19.69,129,29.22,191,16.56,109,Tumor Positive
./tiles_output\NBL-11\tile_36934_13170.jpg,Tumor Cells,NBL-11.svs,40.37,265,20.31,133,24.77,162,14.55,95,Tumor Positive
./tiles_output\NBL-11\tile_36934_13426.jpg,Tumor Cells,NBL-11.svs,31.49,206,19.97,131,28.39,186,20.16,132,Tumor Positive
./tiles_output\NBL-11\tile_36934_13682.jpg,Tumor Cells,NBL-11.svs,31.11,204,20.31,133,29.56,194,19.02,125,Tumor Positive
./tiles_output\NBL-11\tile_36934_13938.jpg,Karyorrhexis,NBL-11.svs,31.17,204,17.72,116,36.18,237,14.92,98,Tumor Positive
./tiles_output\NBL-11\tile_36934_14194.jpg,Tumor Cells,NBL-11.svs,34.31,225,19.72,129,25.49,167,20.48,134,Tumor Positive
./tiles_output\NBL-11\tile_36934_15218.jpg,Karyorrhexis,NBL-11.svs,31.93,209,15.45,101,34.49,226,18.13,119,Tumor Positive
./tiles_output\NBL-11\tile_36934_22386.jpg,Tumor Cells,NBL-11.svs,29.45,193,24.28,159,21.63,142,24.64,161,Tumor Positive
./tiles_output\NBL-11\tile_37190_13426.jpg,Tumor Cells,NBL-11.svs,36.2,237,21.54,141,24.64,161,17.61,115,Tumor Positive
./tiles_output\NBL-11\tile_37190_13682.jpg,Tumor Cells,NBL-11.svs,34.04,223,17.98,118,29.19,191,18.79,123,Tumor Positive
./tiles_output\NBL-11\tile_37190_13938.jpg,Tumor Cells,NBL-11.svs,33.46,219,19.65,129,29.8,195,17.09,112,Tumor Positive
./tiles_output\NBL-11\tile_37190_14450.jpg,Karyorrhexis,NBL-11.svs,27.72,182,24.85,163,27.98,183,19.45,127,Tumor Positive
./tiles_output\NBL-11\tile_37190_14962.jpg,Tumor Cells,NBL-11.svs,34.45,226,25.65,168,20.62,135,19.28,126,Tumor Positive
./tiles_output\NBL-11\tile_37190_22386.jpg,Tumor Cells,NBL-11.svs,34.48,226,28.44,186,18.79,123,18.29,120,Tumor Positive
./tiles_output\NBL-11\tile_37190_24690.jpg,Tumor Cells,NBL-11.svs,33.15,217,18.87,124,30.03,197,17.95,118,Tumor Positive
./tiles_output\NBL-11\tile_37190_24946.jpg,Tumor Cells,NBL-11.svs,34.18,224,17.67,116,28.57,187,19.59,128,Tumor Positive
./tiles_output\NBL-11\tile_37190_30578.jpg,Stroma,NBL-11.svs,22.11,145,24.33,159,23.02,151,30.53,200,Tumor Positive
./tiles_output\NBL-11\tile_37446_13682.jpg,Tumor Cells,NBL-11.svs,31.03,203,19.07,125,27.35,179,22.55,148,Tumor Positive
./tiles_output\NBL-11\tile_37446_13938.jpg,Tumor Cells,NBL-11.svs,36.08,236,17.09,112,27.27,179,19.56,128,Tumor Positive
./tiles_output\NBL-11\tile_37446_14194.jpg,Tumor Cells,NBL-11.svs,31.21,205,19.18,126,25.89,170,23.72,155,Tumor Positive
./tiles_output\NBL-11\tile_37446_38770.jpg,Karyorrhexis,NBL-11.svs,26.35,173,21.28,139,27.94,183,24.43,160,Tumor Positive
./tiles_output\NBL-11\tile_37446_39026.jpg,Tumor Cells,NBL-11.svs,34.88,229,18.91,124,25.25,165,20.96,137,Tumor Positive
./tiles_output\NBL-11\tile_37446_39282.jpg,Tumor Cells,NBL-11.svs,32.65,214,16.54,108,27.76,182,23.05,151,Tumor Positive
./tiles_output\NBL-11\tile_37702_13682.jpg,Tumor Cells,NBL-11.svs,33.86,222,17.44,114,31.52,207,17.17,113,Tumor Positive
./tiles_output\NBL-11\tile_37702_13938.jpg,Tumor Cells,NBL-11.svs,38.5,252,17.95,118,27.86,183,15.69,103,Tumor Positive
./tiles_output\NBL-11\tile_37702_21874.jpg,Stroma,NBL-11.svs,25.09,164,25.75,169,22.46,147,26.7,175,Tumor Positive
./tiles_output\NBL-11\tile_37702_22130.jpg,Stroma,NBL-11.svs,27.71,182,21.44,141,21.03,138,29.83,195,Tumor Positive
./tiles_output\NBL-11\tile_37702_38770.jpg,Stroma,NBL-11.svs,32.58,214,17.47,114,17.06,112,32.89,216,Tumor Positive
./tiles_output\NBL-11\tile_37702_39026.jpg,Tumor Cells,NBL-11.svs,29.07,191,20.15,132,28.24,185,22.54,148,Tumor Positive
./tiles_output\NBL-11\tile_37702_39282.jpg,Tumor Cells,NBL-11.svs,33.6,220,20.25,133,27.0,177,19.15,126,Tumor Positive
./tiles_output\NBL-11\tile_37958_13682.jpg,Tumor Cells,NBL-11.svs,41.86,274,15.99,105,25.29,166,16.85,110,Tumor Positive
./tiles_output\NBL-11\tile_38470_20850.jpg,Karyorrhexis,NBL-11.svs,30.39,199,21.33,140,31.15,204,17.13,112,Tumor Positive
./tiles_output\NBL-11\tile_38726_22130.jpg,Tumor Cells,NBL-11.svs,48.2,316,25.44,167,13.1,86,13.27,87,Tumor Positive
./tiles_output\NBL-11\tile_38982_20082.jpg,Karyorrhexis,NBL-11.svs,30.14,198,12.09,79,31.9,209,25.88,170,Tumor Positive
./tiles_output\NBL-11\tile_38982_21874.jpg,Tumor Cells,NBL-11.svs,35.17,230,24.07,158,26.75,175,14.01,92,Tumor Positive
./tiles_output\NBL-11\tile_39238_19570.jpg,Karyorrhexis,NBL-11.svs,20.08,132,16.96,111,32.06,210,30.9,203,Tumor Positive
./tiles_output\NBL-11\tile_39238_35186.jpg,Tumor Cells,NBL-11.svs,36.5,239,22.74,149,24.67,162,16.09,105,Tumor Positive
./tiles_output\NBL-11\tile_39494_33394.jpg,Karyorrhexis,NBL-11.svs,20.43,134,24.35,160,38.92,255,16.3,107,Tumor Positive
./tiles_output\NBL-11\tile_39494_35442.jpg,Tumor Cells,NBL-11.svs,38.67,253,19.3,126,26.63,175,15.4,101,Tumor Positive
./tiles_output\NBL-11\tile_39750_33138.jpg,Karyorrhexis,NBL-11.svs,23.66,155,26.6,174,30.54,200,19.2,126,Tumor Positive
./tiles_output\NBL-11\tile_40006_21874.jpg,Karyorrhexis,NBL-11.svs,29.52,193,17.8,117,30.1,197,22.57,148,Tumor Positive
./tiles_output\NBL-11\tile_40006_32370.jpg,Tumor Cells,NBL-11.svs,43.96,288,23.3,153,17.46,114,15.29,100,Tumor Positive
./tiles_output\NBL-11\tile_40006_32626.jpg,Tumor Cells,NBL-11.svs,37.44,245,20.78,136,22.81,149,18.97,124,Tumor Positive
./tiles_output\NBL-11\tile_40006_32882.jpg,Tumor Cells,NBL-11.svs,35.44,232,27.5,180,22.21,146,14.85,97,Tumor Positive
./tiles_output\NBL-11\tile_40006_33394.jpg,Karyorrhexis,NBL-11.svs,22.57,148,29.13,191,33.38,219,14.93,98,Tumor Positive
./tiles_output\NBL-11\tile_40262_32370.jpg,Tumor Cells,NBL-11.svs,48.12,315,20.84,137,14.25,93,16.8,110,Tumor Positive
./tiles_output\NBL-11\tile_40262_32882.jpg,Tumor Cells,NBL-11.svs,48.53,318,14.86,97,21.11,138,15.5,102,Tumor Positive
./tiles_output\NBL-11\tile_40518_18290.jpg,Tumor Cells,NBL-11.svs,33.07,217,15.85,104,28.52,187,22.57,148,Tumor Positive
./tiles_output\NBL-11\tile_40518_18802.jpg,Tumor Cells,NBL-11.svs,47.74,313,15.97,105,22.28,146,14.01,92,Tumor Positive
./tiles_output\NBL-11\tile_40518_32114.jpg,Tumor Cells,NBL-11.svs,47.8,313,16.55,108,18.21,119,17.44,114,Tumor Positive
./tiles_output\NBL-11\tile_40518_32370.jpg,Tumor Cells,NBL-11.svs,52.88,347,12.1,79,18.45,121,16.56,109,Tumor Positive
./tiles_output\NBL-11\tile_40518_33650.jpg,Tumor Cells,NBL-11.svs,36.87,242,15.98,105,26.2,172,20.95,137,Tumor Positive
./tiles_output\NBL-11\tile_40774_20850.jpg,Karyorrhexis,NBL-11.svs,21.32,140,21.22,139,34.81,228,22.65,148,Tumor Positive
./tiles_output\NBL-11\tile_40774_32114.jpg,Tumor Cells,NBL-11.svs,43.46,285,19.69,129,18.47,121,18.38,120,Tumor Positive
./tiles_output\NBL-11\tile_40774_33650.jpg,Karyorrhexis,NBL-11.svs,30.65,201,26.11,171,31.77,208,11.48,75,Tumor Positive
./tiles_output\NBL-11\tile_41030_32370.jpg,Tumor Cells,NBL-11.svs,50.01,328,15.53,102,16.82,110,17.64,116,Tumor Positive
./tiles_output\NBL-11\tile_41030_32626.jpg,Tumor Cells,NBL-11.svs,49.55,325,14.3,94,19.07,125,17.08,112,Tumor Positive
./tiles_output\NBL-11\tile_41030_32882.jpg,Tumor Cells,NBL-11.svs,52.85,346,13.21,87,17.03,112,16.92,111,Tumor Positive
./tiles_output\NBL-11\tile_41286_20338.jpg,Tumor Cells,NBL-11.svs,34.23,224,18.31,120,27.25,179,20.21,132,Tumor Positive
./tiles_output\NBL-11\tile_41286_31602.jpg,Mitosis,NBL-11.svs,20.25,133,33.95,222,33.68,221,12.12,79,Tumor Positive
./tiles_output\NBL-11\tile_41286_32370.jpg,Tumor Cells,NBL-11.svs,52.07,341,15.33,100,14.03,92,18.56,122,Tumor Positive
./tiles_output\NBL-11\tile_41286_32626.jpg,Tumor Cells,NBL-11.svs,46.95,308,18.17,119,17.25,113,17.63,116,Tumor Positive
./tiles_output\NBL-11\tile_41286_33138.jpg,Tumor Cells,NBL-11.svs,46.14,302,13.94,91,24.97,164,14.95,98,Tumor Positive
./tiles_output\NBL-11\tile_41542_20082.jpg,Karyorrhexis,NBL-11.svs,27.38,179,17.51,115,33.79,221,21.33,140,Tumor Positive
./tiles_output\NBL-11\tile_41542_31858.jpg,Karyorrhexis,NBL-11.svs,22.11,145,28.85,189,31.98,210,17.06,112,Tumor Positive
./tiles_output\NBL-11\tile_41542_32626.jpg,Tumor Cells,NBL-11.svs,46.97,308,16.37,107,17.48,115,19.18,126,Tumor Positive
./tiles_output\NBL-11\tile_41542_32882.jpg,Tumor Cells,NBL-11.svs,50.46,331,17.15,112,13.5,88,18.89,124,Tumor Positive
./tiles_output\NBL-11\tile_41542_33138.jpg,Tumor Cells,NBL-11.svs,51.65,338,15.18,99,14.58,96,18.59,122,Tumor Positive
./tiles_output\NBL-11\tile_41542_33906.jpg,Tumor Cells,NBL-11.svs,41.37,271,16.09,105,20.99,138,21.56,141,Tumor Positive
./tiles_output\NBL-11\tile_41798_19826.jpg,Tumor Cells,NBL-11.svs,40.91,268,17.94,118,24.23,159,16.92,111,Tumor Positive
./tiles_output\NBL-11\tile_41798_33138.jpg,Tumor Cells,NBL-11.svs,53.37,350,16.09,105,14.86,97,15.68,103,Tumor Positive
./tiles_output\NBL-11\tile_41798_33394.jpg,Tumor Cells,NBL-11.svs,47.23,310,18.51,121,18.09,119,16.17,106,Tumor Positive
./tiles_output\NBL-11\tile_42054_33138.jpg,Tumor Cells,NBL-11.svs,45.94,301,19.41,127,12.44,82,22.2,145,Tumor Positive
